-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 02/01/1981 through 02/20/2024 
Location: Latitude  28.6835   Longitude 77.22 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 206.37 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,T2M,QV2M,RH2M,PRECTOTCORR,T2M_MAX,T2M_MIN,PS
2020,4,12,28.96,8.48,36.5,0.0,38.27,20.65,98.59
2020,4,13,30.33,10.01,39.75,0.0,39.64,21.11,98.4
2020,4,14,32.34,10.5,36.44,0.0,40.26,26.14,98.43
2020,4,15,31.98,7.51,27.75,0.0,40.41,24.26,98.42
2020,4,16,30.81,8.3,31.38,0.0,39.83,21.85,98.26
2020,4,17,29.68,7.51,30.06,0.05,38.18,23.29,98.22
2020,4,18,29.8,8.0,32.88,2.06,38.79,21.89,98.36
2020,4,19,28.87,9.46,40.75,1.36,36.78,22.0,98.36
2020,4,20,24.65,9.46,48.5,0.07,29.72,21.61,98.55
2020,4,21,27.73,9.89,44.75,0.01,34.8,20.46,98.5
2020,4,22,28.48,8.0,35.44,0.0,36.85,20.01,98.34
2020,4,23,28.45,8.61,36.25,0.19,34.83,24.12,98.28
2020,4,24,30.76,8.61,32.5,0.01,38.27,22.06,98.12
2020,4,25,31.94,8.73,29.5,0.1,38.01,24.9,98.13
2020,4,26,30.15,10.5,41.12,11.86,38.48,23.5,98.34
2020,4,27,28.01,11.54,51.81,1.69,35.76,20.59,98.68
2020,4,28,28.88,11.66,48.62,0.42,35.03,21.73,98.71
2020,4,29,30.99,11.17,40.88,0.0,37.34,24.01,98.45
2020,4,30,31.94,11.54,40.56,0.05,39.38,24.89,98.35
2020,5,1,32.37,11.11,39.06,0.35,40.42,24.83,98.21
2020,5,2,32.65,11.29,38.62,0.0,40.58,24.66,98.1
2020,5,3,31.26,11.84,43.38,8.73,38.62,24.47,98.17
2020,5,4,30.68,12.7,48.81,0.3,37.8,23.8,98.4
2020,5,5,31.56,11.6,41.75,0.07,38.12,24.99,98.3
2020,5,6,31.67,9.77,35.5,0.17,38.53,25.53,98.22
2020,5,7,30.16,11.41,45.44,3.85,37.77,23.12,98.28
2020,5,8,32.75,9.64,33.06,0.0,40.48,23.68,98.15
2020,5,9,33.4,9.34,30.62,0.0,41.47,24.33,98.18
2020,5,10,30.98,11.29,44.0,7.12,41.55,24.8,98.29
2020,5,11,30.14,11.47,46.0,0.0,36.19,22.93,98.42
2020,5,12,31.41,10.31,37.88,0.22,38.39,23.85,98.36
2020,5,13,32.66,10.74,34.94,0.19,38.94,27.39,98.22
2020,5,14,33.67,11.35,35.69,0.02,40.49,26.87,98.19
2020,5,15,33.4,10.5,33.81,0.09,41.13,26.48,98.1
2020,5,16,33.12,8.36,28.31,0.0,41.09,24.99,98.02
2020,5,17,34.34,8.18,25.5,0.0,42.73,24.43,97.87
2020,5,18,34.03,6.77,22.56,0.0,42.69,25.73,97.78
2020,5,19,33.72,5.07,17.25,0.0,42.77,24.55,97.73
2020,5,20,33.12,5.49,18.5,0.0,41.84,24.4,97.66
2020,5,21,34.13,5.13,17.44,0.0,43.76,23.42,97.59
2020,5,22,36.52,5.68,15.94,0.0,45.63,25.43,97.61
2020,5,23,38.66,6.41,15.62,0.0,46.65,30.26,97.7
2020,5,24,38.32,6.16,15.5,0.0,46.47,29.51,97.78
2020,5,25,37.83,7.2,18.5,0.0,46.08,29.31,97.73
2020,5,26,38.37,6.35,15.5,0.0,47.42,29.81,97.57
2020,5,27,38.92,6.1,14.56,0.0,47.23,30.39,97.44
2020,5,28,36.75,9.95,26.56,0.02,43.55,29.9,97.59
2020,5,29,34.91,11.05,32.69,3.28,41.19,28.45,97.87
2020,5,30,31.65,12.57,43.81,8.01,36.89,26.73,98.16
2020,5,31,29.66,14.47,55.56,19.66,34.85,24.8,98.25
2020,6,1,31.02,13.73,50.06,1.36,36.84,25.33,98.32
2020,6,2,31.92,13.18,45.25,2.3,37.7,26.28,98.14
2020,6,3,33.32,12.57,40.69,0.12,39.58,26.41,97.94
2020,6,4,31.8,13.67,47.5,3.03,38.37,26.75,97.86
2020,6,5,31.09,13.37,48.69,0.57,37.15,25.58,97.9
2020,6,6,31.45,13.43,46.94,0.62,36.06,26.01,97.86
2020,6,7,32.47,14.47,47.06,7.69,36.78,28.04,97.8
2020,6,8,33.32,13.43,42.81,0.09,39.38,27.33,97.74
2020,6,9,35.16,13.37,38.62,0.02,41.94,28.36,97.75
2020,6,10,36.37,13.67,36.94,0.02,43.34,29.29,97.65
2020,6,11,36.53,14.22,37.38,0.09,41.98,30.05,97.57
2020,6,12,37.27,14.1,35.88,0.0,42.98,31.33,97.42
2020,6,13,36.62,13.49,35.25,0.1,42.48,30.98,97.48
2020,6,14,36.06,13.79,37.19,0.51,41.75,30.03,97.64
2020,6,15,36.4,12.33,33.62,0.06,43.11,29.68,97.44
2020,6,16,36.84,9.16,24.38,0.09,43.56,30.64,97.24
2020,6,17,36.2,10.74,28.94,0.03,42.73,28.89,97.24
2020,6,18,36.91,11.84,31.25,0.37,44.3,29.77,97.3
2020,6,19,37.8,12.94,31.94,0.0,44.02,30.27,97.41
2020,6,20,37.92,14.1,34.44,2.87,43.07,31.79,97.52
2020,6,21,35.59,15.26,42.69,0.05,41.68,28.97,97.57
2020,6,22,34.3,16.48,47.88,8.06,38.62,30.01,97.58
2020,6,23,34.31,16.78,49.69,1.16,40.12,30.01,97.78
2020,6,24,33.17,18.98,58.94,1.86,37.45,29.33,97.82
2020,6,25,34.7,19.04,54.81,3.93,40.15,30.08,97.59
2020,6,26,34.31,18.31,54.75,0.22,40.55,30.28,97.48
2020,6,27,37.26,15.5,39.75,0.56,43.27,31.73,97.37
2020,6,28,37.44,15.87,39.0,0.2,42.76,31.52,97.36
2020,6,29,37.65,15.14,36.88,0.43,43.16,32.03,97.49
2020,6,30,35.02,17.7,49.62,2.14,39.56,30.64,97.68
2020,7,1,36.08,16.72,44.81,0.26,41.42,30.47,97.53
2020,7,2,36.19,17.52,45.88,3.82,40.67,31.62,97.33
2020,7,3,36.94,17.82,45.12,3.85,42.16,31.83,97.29
2020,7,4,37.1,17.27,44.12,2.27,43.36,31.98,97.27
2020,7,5,31.4,20.39,69.06,21.62,33.25,29.09,97.36
2020,7,6,33.47,17.4,53.62,0.18,38.37,28.55,97.33
2020,7,7,29.93,18.86,69.81,10.88,32.84,26.43,97.67
2020,7,8,31.13,19.04,67.12,3.29,35.9,26.42,97.77
2020,7,9,33.5,19.29,59.0,1.58,38.26,28.41,97.42
2020,7,10,35.76,17.33,48.44,1.88,42.36,29.82,97.19
2020,7,11,34.82,18.19,52.12,3.9,39.64,29.41,97.28
2020,7,12,33.47,18.86,57.19,3.88,36.83,30.51,97.42
2020,7,13,34.0,18.07,54.56,0.0,39.57,28.41,97.45
2020,7,14,35.48,16.11,45.06,0.0,41.37,29.4,97.53
2020,7,15,34.56,17.15,49.81,0.12,40.02,29.89,97.61
2020,7,16,33.74,17.88,54.75,0.75,39.43,28.5,97.53
2020,7,17,32.69,20.39,64.38,14.68,36.07,29.4,97.62
2020,7,18,33.22,20.75,64.25,16.49,37.3,28.9,97.66
2020,7,19,32.57,22.16,70.38,15.68,35.56,29.2,97.46
2020,7,20,33.67,20.08,61.06,12.68,38.55,29.27,97.33
2020,7,21,31.48,21.18,72.12,13.9,34.83,28.03,97.63
2020,7,22,28.55,20.57,82.12,28.18,31.1,25.98,97.78
2020,7,23,30.15,18.55,69.44,0.34,35.05,24.86,97.72
2020,7,24,30.61,18.37,66.56,0.86,35.33,25.81,97.96
2020,7,25,30.51,19.17,70.0,3.09,35.26,25.89,98.14
2020,7,26,30.69,19.65,70.94,6.41,35.74,26.19,98.1
2020,7,27,32.87,18.55,59.5,0.64,38.15,28.1,97.82
2020,7,28,33.66,20.2,61.69,9.68,38.58,28.94,97.58
2020,7,29,32.25,20.14,67.25,11.15,38.34,27.15,97.63
2020,7,30,29.33,20.87,80.19,14.06,32.01,26.03,97.88
2020,7,31,30.84,21.18,74.81,6.39,34.65,26.74,97.74
2020,8,1,31.58,20.69,70.25,3.73,34.84,27.5,97.69
2020,8,2,31.96,20.02,66.5,0.75,36.13,27.27,97.48
2020,8,3,32.62,21.36,68.12,0.94,36.91,27.88,97.1
2020,8,4,32.76,21.36,67.88,0.91,37.66,28.23,96.96
2020,8,5,31.51,21.0,70.75,1.44,35.04,28.36,97.15
2020,8,6,31.27,20.02,70.12,2.2,36.86,27.13,97.48
2020,8,7,31.23,20.63,72.0,1.03,35.87,26.65,97.65
2020,8,8,32.28,20.94,68.19,5.28,36.58,28.01,97.48
2020,8,9,32.3,21.06,68.06,4.54,35.81,29.28,97.39
2020,8,10,30.59,21.79,78.0,5.2,34.58,27.41,97.52
2020,8,11,29.26,22.4,85.5,17.59,31.87,27.23,97.51
2020,8,12,30.92,22.58,79.06,11.17,34.87,27.48,97.39
2020,8,13,29.19,22.77,87.44,15.95,32.62,27.19,97.38
2020,8,14,28.63,22.16,87.62,11.54,31.48,26.55,97.31
2020,8,15,29.73,21.36,80.25,0.53,33.98,26.33,97.32
2020,8,16,30.55,21.91,78.62,0.18,35.28,26.53,97.4
2020,8,17,31.05,22.09,77.06,1.97,35.58,27.15,97.45
2020,8,18,30.51,22.52,80.75,5.56,34.6,27.1,97.47
2020,8,19,29.98,23.13,84.88,16.01,32.51,27.57,97.42
2020,8,20,27.99,21.91,90.12,25.43,30.35,26.01,97.72
2020,8,21,28.19,19.65,81.38,0.16,32.56,25.09,97.96
2020,8,22,28.34,19.84,81.0,0.17,32.8,24.54,97.86
2020,8,23,28.36,20.39,82.94,1.39,32.98,24.83,97.67
2020,8,24,28.8,20.14,80.12,0.21,33.15,25.48,97.68
2020,8,25,29.16,20.51,79.94,0.04,33.93,25.32,97.87
2020,8,26,29.86,20.39,76.94,0.1,34.52,26.33,97.99
2020,8,27,29.39,21.36,81.62,7.29,32.97,26.13,97.88
2020,8,28,29.63,20.87,79.06,18.28,33.26,26.47,97.76
2020,8,29,29.01,20.39,80.06,5.97,33.15,25.44,97.77
2020,8,30,28.07,19.78,81.56,0.37,31.46,25.54,97.71
2020,8,31,28.69,19.04,77.0,0.06,33.41,24.62,97.98
2020,9,1,29.55,19.65,75.62,0.0,34.86,24.66,98.05
2020,9,2,28.85,19.53,78.06,0.0,33.12,25.51,98.28
2020,9,3,29.11,19.96,78.31,0.01,33.58,25.87,98.33
2020,9,4,29.77,20.08,76.25,0.29,34.41,25.94,98.2
2020,9,5,29.96,19.96,74.75,2.46,34.11,25.94,98.01
2020,9,6,29.44,19.41,74.81,0.76,33.3,25.74,97.96
2020,9,7,29.98,19.35,72.19,7.42,34.73,25.55,98.0
2020,9,8,29.8,18.43,70.62,0.75,35.33,25.26,98.06
2020,9,9,30.15,17.76,66.44,0.0,35.75,25.03,98.08
2020,9,10,30.65,18.07,65.5,0.0,36.33,25.36,97.8
2020,9,11,31.0,17.46,62.94,0.0,37.76,25.19,97.83
2020,9,12,30.31,16.66,62.62,0.0,36.45,24.37,98.13
2020,9,13,30.83,15.93,58.38,0.02,37.29,25.56,98.11
2020,9,14,30.43,15.26,56.0,0.11,36.08,26.3,98.02
2020,9,15,30.64,14.83,54.06,0.0,36.69,25.18,97.97
2020,9,16,31.47,16.36,57.25,0.0,38.11,25.34,97.93
2020,9,17,31.74,16.72,57.12,0.0,38.06,25.59,97.87
2020,9,18,31.88,15.62,53.56,0.0,38.32,25.63,97.81
2020,9,19,31.84,15.08,51.75,0.0,38.26,27.26,97.8
2020,9,20,30.74,14.71,55.06,0.0,38.02,25.12,97.75
2020,9,21,31.06,14.4,51.81,0.0,38.43,24.69,97.65
2020,9,22,31.44,17.15,60.0,1.87,37.56,25.59,97.71
2020,9,23,30.75,17.94,64.69,0.61,35.76,26.01,97.75
2020,9,24,31.27,16.05,57.44,0.02,37.25,26.17,97.89
2020,9,25,30.8,12.27,45.94,0.06,37.9,23.74,97.84
2020,9,26,29.91,12.02,46.88,0.0,36.94,24.35,97.9
2020,9,27,29.53,11.72,46.62,0.0,37.27,23.01,98.12
2020,9,28,29.76,10.86,43.06,0.0,37.51,23.1,98.25
2020,9,29,28.48,10.62,45.62,0.0,37.34,21.02,98.18
2020,9,30,28.03,10.38,46.12,0.0,36.97,20.48,98.09
2020,10,1,28.45,9.52,41.75,0.0,37.49,20.37,98.05
2020,10,2,28.83,9.16,38.94,0.0,37.73,20.75,98.12
2020,10,3,28.11,8.24,36.81,0.0,37.26,20.14,98.22
2020,10,4,27.33,7.69,36.06,0.0,36.57,19.84,98.31
2020,10,5,27.6,7.81,36.5,0.0,37.61,19.01,98.23
2020,10,6,27.62,7.45,34.69,0.0,37.38,18.44,98.28
2020,10,7,27.71,7.39,34.81,0.0,37.48,19.62,98.46
2020,10,8,27.59,7.51,34.81,0.0,36.78,20.06,98.52
2020,10,9,27.6,8.06,36.75,0.0,36.64,20.35,98.54
2020,10,10,27.68,8.85,39.88,0.0,36.25,20.75,98.4
2020,10,11,27.51,8.42,39.5,0.0,36.79,19.45,98.21
2020,10,12,27.78,8.12,36.56,0.0,36.09,20.59,98.1
2020,10,13,28.36,8.85,38.25,0.0,35.67,21.87,98.2
2020,10,14,28.22,9.77,41.62,0.0,35.95,22.13,98.29
2020,10,15,28.03,8.36,36.94,0.0,36.35,21.73,98.34
2020,10,16,26.94,6.96,33.19,0.0,35.65,20.49,98.34
2020,10,17,27.01,6.9,31.94,0.0,35.65,20.58,98.41
2020,10,18,25.98,6.1,31.75,0.0,35.16,19.28,98.4
2020,10,19,24.86,5.74,31.38,0.0,35.12,18.19,98.36
2020,10,20,24.93,4.82,27.31,0.0,35.19,16.28,98.37
2020,10,21,26.22,4.76,23.44,0.0,35.53,18.78,98.47
2020,10,22,26.75,6.77,31.75,0.0,34.94,21.3,98.38
2020,10,23,25.81,6.41,32.75,0.0,35.05,18.62,98.32
2020,10,24,24.87,5.0,27.25,0.0,34.09,19.52,98.42
2020,10,25,24.74,4.46,24.75,0.0,34.23,17.94,98.66
2020,10,26,24.33,4.76,26.5,0.0,33.52,17.51,98.77
2020,10,27,23.01,4.88,30.0,0.0,32.33,16.19,98.77
2020,10,28,22.76,3.85,24.12,0.0,32.07,15.45,98.86
2020,10,29,22.45,4.09,25.94,0.0,31.8,15.7,98.94
2020,10,30,22.44,4.46,28.31,0.0,32.5,14.8,98.91
2020,10,31,22.08,4.58,29.38,0.0,31.4,14.8,98.88
2020,11,1,21.21,3.42,23.44,0.0,30.21,14.56,98.95
2020,11,2,21.0,3.72,25.38,0.0,31.12,13.24,99.03
2020,11,3,21.62,3.54,23.75,0.0,31.23,14.44,98.96
2020,11,4,21.75,4.21,25.88,0.0,30.58,14.69,98.83
2020,11,5,21.58,3.66,24.56,0.0,31.58,13.7,98.97
2020,11,6,21.8,3.78,24.81,0.0,31.95,14.08,99.23
2020,11,7,21.55,4.27,28.38,0.0,30.94,13.72,99.32
2020,11,8,21.23,4.39,29.62,0.0,30.37,15.19,99.39
2020,11,9,20.07,4.58,33.25,0.0,29.33,12.94,99.21
2020,11,10,22.31,4.39,28.75,0.0,30.65,15.14,99.11
2020,11,11,22.28,5.49,32.81,0.0,29.77,14.19,99.3
2020,11,12,21.43,5.92,38.94,0.0,29.95,15.12,99.42
2020,11,13,21.1,5.43,36.62,0.0,29.78,14.73,99.29
2020,11,14,21.77,4.88,31.5,0.0,29.75,15.5,99.06
2020,11,15,22.47,7.08,41.19,1.91,30.54,16.05,99.01
2020,11,16,20.4,9.58,65.19,3.15,26.83,15.61,99.17
2020,11,17,19.19,7.57,56.19,0.0,27.06,13.53,99.04
2020,11,18,18.37,5.86,45.12,0.0,26.05,12.38,98.93
2020,11,19,17.67,4.58,36.81,0.0,25.64,12.25,98.96
2020,11,20,17.23,4.03,35.19,0.0,26.41,9.87,99.09
2020,11,21,16.38,4.03,37.12,0.0,25.62,9.45,99.11
2020,11,22,16.2,2.99,28.38,0.0,25.38,8.74,99.2
2020,11,23,17.86,2.69,22.88,0.0,26.65,9.89,99.22
2020,11,24,18.08,2.93,23.69,0.0,26.42,11.8,99.17
2020,11,25,18.4,3.48,27.12,0.0,25.27,13.34,99.21
2020,11,26,17.42,5.98,50.56,0.21,25.62,11.63,99.45
2020,11,27,17.63,4.94,44.12,0.0,27.78,10.08,99.58
2020,11,28,16.58,4.46,41.62,0.0,26.56,9.22,99.46
2020,11,29,16.22,3.54,34.19,0.0,26.51,8.71,99.35
2020,11,30,17.0,3.66,33.06,0.0,26.95,10.56,99.26
2020,12,1,17.02,4.39,39.06,0.0,26.65,9.69,99.27
2020,12,2,17.78,5.19,43.12,0.0,27.78,10.22,99.07
2020,12,3,18.08,5.43,45.5,0.0,27.64,10.23,98.97
2020,12,4,19.71,4.58,34.25,0.0,28.53,14.18,98.82
2020,12,5,19.62,4.03,30.44,0.0,29.83,11.49,98.88
2020,12,6,19.44,4.76,35.31,0.0,29.09,13.73,99.1
2020,12,7,18.91,4.82,38.12,0.0,28.99,11.65,99.24
2020,12,8,19.19,4.94,38.12,0.0,28.09,13.06,99.27
2020,12,9,20.08,5.31,37.88,0.0,29.53,12.35,99.08
2020,12,10,20.18,6.23,44.81,0.0,29.44,13.05,99.02
2020,12,11,20.65,6.47,45.19,0.0,29.26,13.37,99.0
2020,12,12,19.26,8.12,59.31,1.84,24.98,14.69,99.05
2020,12,13,15.34,5.43,51.69,0.05,22.88,10.22,99.08
2020,12,14,13.05,4.03,46.5,0.0,21.99,6.55,99.21
2020,12,15,12.33,3.85,45.31,0.0,20.1,5.95,99.4
2020,12,16,12.74,3.42,39.88,0.0,21.62,6.98,99.58
2020,12,17,10.2,2.62,36.62,0.0,18.11,3.62,99.5
2020,12,18,11.3,2.5,33.38,0.0,21.24,3.94,99.33
2020,12,19,12.7,2.44,29.62,0.0,23.78,4.69,99.41
2020,12,20,13.5,2.56,28.5,0.0,23.42,5.9,99.45
2020,12,21,13.65,3.54,38.5,0.0,21.22,6.9,99.24
2020,12,22,15.27,3.48,34.75,0.0,24.62,8.61,99.13
2020,12,23,14.76,3.6,36.75,0.0,24.94,7.58,99.06
2020,12,24,14.06,3.78,40.38,0.0,23.91,7.12,99.11
2020,12,25,13.2,3.48,40.0,0.0,22.98,6.16,99.21
2020,12,26,13.95,3.48,38.06,0.0,23.8,6.18,99.14
2020,12,27,15.72,3.72,34.19,0.0,23.9,10.3,98.9
2020,12,28,11.84,2.62,34.06,0.0,20.18,5.15,99.15
2020,12,29,11.2,3.11,40.31,0.0,20.78,4.58,99.27
2020,12,30,10.19,3.42,48.19,0.0,19.11,4.55,99.43
2020,12,31,10.78,2.81,39.56,0.0,21.72,3.05,99.35
2021,1,1,13.36,2.87,31.88,0.0,21.55,4.65,99.28
2021,1,2,13.51,5.31,54.0,7.36,17.63,11.47,99.2
2021,1,3,15.8,9.83,87.44,18.79,21.12,12.21,99.0
2021,1,4,17.43,9.28,76.5,0.12,26.26,11.53,99.13
2021,1,5,17.54,8.97,73.38,2.98,24.12,13.83,99.08
2021,1,6,16.48,8.73,74.62,8.24,21.19,12.44,99.08
2021,1,7,14.48,7.75,76.38,0.32,21.83,9.95,99.01
2021,1,8,15.48,7.69,71.88,0.44,24.07,8.61,98.98
2021,1,9,15.88,7.2,64.38,0.91,23.2,10.63,99.07
2021,1,10,12.98,5.43,58.12,0.0,19.45,8.57,99.1
2021,1,11,11.01,4.09,53.0,0.0,19.8,4.51,99.19
2021,1,12,11.24,3.78,48.88,0.0,20.75,4.3,99.21
2021,1,13,10.08,3.42,46.81,0.0,19.4,3.69,99.11
2021,1,14,12.06,3.23,39.12,0.0,20.21,4.94,99.14
2021,1,15,12.65,3.3,37.12,0.0,19.92,6.68,99.01
2021,1,16,10.9,3.48,45.44,0.0,22.04,3.38,98.86
2021,1,17,10.94,3.85,48.0,0.0,18.3,5.08,99.07
2021,1,18,13.73,3.97,41.0,0.0,18.62,9.99,99.17
2021,1,19,14.92,5.31,49.94,0.0,24.35,7.9,98.92
2021,1,20,13.55,4.52,50.12,0.0,23.9,7.34,98.95
2021,1,21,13.09,4.39,51.06,0.0,23.76,6.05,98.88
2021,1,22,13.32,3.72,41.62,0.0,23.33,6.65,98.99
2021,1,23,14.04,3.97,40.75,0.0,22.53,6.61,98.83
2021,1,24,12.08,4.76,55.75,0.0,20.72,6.31,99.11
2021,1,25,10.83,3.91,50.88,0.0,20.31,3.15,99.31
2021,1,26,11.92,4.09,49.06,0.0,21.23,4.72,99.27
2021,1,27,12.1,3.72,44.88,0.0,21.82,4.87,99.27
2021,1,28,11.34,3.17,40.75,0.0,21.24,4.25,99.34
2021,1,29,11.3,3.23,41.0,0.0,21.72,3.56,99.37
2021,1,30,12.1,3.3,41.0,0.0,23.05,3.99,99.21
2021,1,31,14.11,3.17,34.12,0.0,23.84,5.31,99.27
2021,2,1,15.93,3.48,32.31,0.0,26.04,9.97,99.42
2021,2,2,16.45,3.72,34.56,0.0,26.73,7.81,99.24
2021,2,3,16.25,4.27,39.75,0.05,26.4,7.83,99.11
2021,2,4,16.17,6.16,55.0,3.03,24.55,10.51,99.13
2021,2,5,14.6,6.29,64.44,0.09,23.3,8.31,99.27
2021,2,6,14.29,4.76,50.0,0.0,23.75,6.9,99.32
2021,2,7,14.51,4.7,48.44,0.0,23.94,7.21,99.28
2021,2,8,15.12,4.76,47.19,0.0,25.32,7.07,99.29
2021,2,9,17.63,4.88,42.12,0.0,26.85,8.44,98.98
2021,2,10,19.21,4.94,37.5,0.0,28.31,12.99,98.87
2021,2,11,17.51,5.07,42.75,0.0,26.73,10.16,98.92
2021,2,12,17.82,5.49,44.75,0.0,25.28,11.7,99.03
2021,2,13,18.3,4.52,36.06,0.0,27.08,11.12,99.03
2021,2,14,19.37,4.33,32.38,0.0,27.93,13.32,98.99
2021,2,15,20.37,4.46,31.06,0.0,29.14,14.12,98.83
2021,2,16,19.49,4.88,37.19,0.0,29.48,12.3,98.8
2021,2,17,18.61,5.0,40.94,0.0,28.51,11.22,98.97
2021,2,18,19.21,4.27,33.81,0.0,28.85,11.77,99.23
2021,2,19,18.24,4.46,37.19,0.0,28.39,10.51,99.43
2021,2,20,17.76,4.39,37.38,0.0,28.08,9.87,99.41
2021,2,21,18.11,4.46,37.81,0.0,29.05,9.42,99.25
2021,2,22,20.06,4.46,33.38,0.0,30.41,12.01,99.06
2021,2,23,21.89,4.46,29.38,0.0,32.3,14.08,98.84
2021,2,24,23.44,4.58,26.88,0.0,33.36,15.99,98.69
2021,2,25,23.01,4.76,29.06,0.0,33.44,14.26,98.55
2021,2,26,24.48,5.68,31.5,0.0,34.33,14.34,98.33
2021,2,27,23.97,6.47,36.88,0.38,33.08,16.69,98.28
2021,2,28,22.84,4.94,30.12,0.0,32.55,15.11,98.55
2021,3,1,21.17,3.23,22.94,0.0,30.58,13.08,98.94
2021,3,2,20.76,3.23,23.81,0.0,30.66,12.37,98.94
2021,3,3,22.65,3.17,20.62,0.0,33.18,12.81,98.76
2021,3,4,24.49,3.42,19.06,0.0,34.65,17.76,98.74
2021,3,5,23.6,3.42,20.94,0.0,33.21,14.8,98.67
2021,3,6,24.74,3.17,18.81,0.0,34.99,15.4,98.61
2021,3,7,25.6,3.78,18.81,0.0,36.17,16.04,98.49
2021,3,8,25.15,4.64,24.19,0.03,34.42,16.76,98.64
2021,3,9,26.6,5.37,24.94,0.0,35.25,19.4,98.74
2021,3,10,26.22,6.16,30.75,0.2,34.52,19.39,98.78
2021,3,11,26.39,4.64,23.62,0.0,35.5,18.28,98.86
2021,3,12,23.03,7.2,42.62,1.73,29.79,18.57,99.18
2021,3,13,24.08,8.73,52.5,0.03,33.44,15.55,99.11
2021,3,14,25.44,5.74,29.44,0.0,33.8,18.01,98.83
2021,3,15,24.98,5.19,27.44,0.0,33.81,17.23,98.73
2021,3,16,25.4,5.55,28.69,0.0,34.69,17.64,98.75
2021,3,17,26.69,5.92,28.75,0.0,35.95,18.62,98.59
2021,3,18,27.62,5.8,26.81,0.0,36.84,19.72,98.62
2021,3,19,27.88,6.35,28.88,0.0,35.98,22.02,98.61
2021,3,20,26.75,5.31,25.75,0.0,35.76,18.68,98.45
2021,3,21,27.72,5.37,24.75,0.0,37.21,19.52,98.4
2021,3,22,26.91,5.37,25.0,0.0,34.99,20.65,98.69
2021,3,23,28.01,5.98,26.88,0.04,36.33,21.91,98.82
2021,3,24,26.39,5.43,26.75,0.05,34.58,19.19,98.91
2021,3,25,24.86,5.0,27.81,0.0,33.12,16.8,98.85
2021,3,26,24.78,5.25,29.19,0.0,34.26,16.03,98.7
2021,3,27,27.17,5.19,25.44,0.0,37.29,17.4,98.5
2021,3,28,29.12,5.07,21.88,0.0,39.0,20.08,98.28
2021,3,29,30.33,4.64,18.75,0.0,41.3,19.98,98.01
2021,3,30,30.65,4.15,16.81,0.0,40.03,23.29,97.61
2021,3,31,28.55,2.32,11.5,0.0,38.01,19.48,97.75
2021,4,1,26.44,1.4,7.31,0.0,36.95,16.34,97.84
2021,4,2,25.94,1.71,9.19,0.0,36.73,15.87,98.15
2021,4,3,25.93,1.28,6.81,0.0,36.71,15.44,98.42
2021,4,4,27.35,1.77,8.62,0.0,38.87,16.47,98.47
2021,4,5,29.26,2.93,12.56,0.0,38.83,19.31,98.37
2021,4,6,30.92,3.42,12.75,0.0,40.26,21.06,98.19
2021,4,7,29.94,5.74,23.44,0.0,38.73,21.99,98.44
2021,4,8,27.87,3.17,14.88,0.0,37.06,18.9,98.44
2021,4,9,27.93,2.75,13.38,0.0,38.2,17.94,98.49
2021,4,10,28.89,3.42,14.94,0.0,38.55,19.4,98.65
2021,4,11,29.72,3.6,15.56,0.0,40.06,19.23,98.64
2021,4,12,31.11,4.21,16.38,0.0,39.83,22.76,98.67
2021,4,13,32.01,4.94,18.0,0.0,40.97,23.25,98.49
2021,4,14,32.49,5.49,19.5,0.0,41.64,23.44,98.34
2021,4,15,32.76,5.13,17.12,0.0,41.26,25.94,98.26
2021,4,16,32.81,5.74,19.75,0.85,41.64,24.51,98.19
2021,4,17,29.53,7.69,31.75,0.98,37.41,22.25,98.53
2021,4,18,29.58,6.59,27.62,0.0,38.1,21.17,98.66
2021,4,19,31.24,5.55,20.88,0.02,39.74,22.41,98.25
2021,4,20,28.68,5.43,23.19,0.08,35.44,22.58,98.12
2021,4,21,27.44,7.02,32.19,1.02,34.93,21.02,98.36
2021,4,22,27.33,6.77,32.19,0.04,34.86,19.34,98.62
2021,4,23,29.35,5.68,24.19,0.23,38.19,21.48,98.35
2021,4,24,27.48,5.43,28.25,0.01,36.83,18.37,98.52
2021,4,25,28.9,3.85,17.62,0.0,39.35,19.12,98.52
2021,4,26,31.06,3.54,13.62,0.0,41.29,19.84,98.33
2021,4,27,33.37,4.15,13.88,0.0,43.07,24.77,98.23
2021,4,28,33.97,3.97,13.12,0.0,43.9,24.75,98.29
2021,4,29,34.67,5.62,17.88,0.0,43.62,26.36,98.27
2021,4,30,34.65,5.55,17.12,0.36,42.45,26.21,98.23
2021,5,1,33.73,6.1,19.56,0.98,41.73,26.23,98.22
2021,5,2,33.6,6.84,21.44,0.04,40.8,27.06,98.29
